"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","800","UGA","Uganda","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","13.47"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","800","UGA","Uganda","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","13.67"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","800","UGA","Uganda","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","17.64"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","800","UGA","Uganda","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","18.4038233805174"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","800","UGA","Uganda","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","15.5966361229175"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","800","UGA","Uganda","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","15.7743368792198"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","804","UKR","Ukraine","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","4.51"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","804","UKR","Ukraine","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","4.51"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","804","UKR","Ukraine","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","4.51"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","804","UKR","Ukraine","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","4.51"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","804","UKR","Ukraine","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","4.51"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","804","UKR","Ukraine","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","4.5"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","804","UKR","Ukraine","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","4.41"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","804","UKR","Ukraine","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","4.41223806687431"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","804","UKR","Ukraine","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","4.31122260044343"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","804","UKR","Ukraine","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","4.30979015351951"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","807","MKD","North Macedonia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","6.68"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","807","MKD","North Macedonia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","6.62427224493288"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","807","MKD","North Macedonia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","6.46157349438287"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","807","MKD","North Macedonia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","6.44993152518996"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","807","MKD","North Macedonia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","6.83"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","807","MKD","North Macedonia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","6.81"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","807","MKD","North Macedonia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","6.65"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","807","MKD","North Macedonia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","6.69"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","807","MKD","North Macedonia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","6.68"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","807","MKD","North Macedonia","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","6.67"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","818","EGY","Egypt","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","16.75"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","818","EGY","Egypt","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","17.88"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","818","EGY","Egypt","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","19.1"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","818","EGY","Egypt","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","19.1"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","818","EGY","Egypt","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","19.01"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","826","GBR","United Kingdom","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","3.94"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","826","GBR","United Kingdom","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","3.79923688436177"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","826","GBR","United Kingdom","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","3.76938732633672"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","826","GBR","United Kingdom","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","3.70810199231662"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","834","TZA","Tanzania","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","12.86"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","834","TZA","Tanzania","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","12.86"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","834","TZA","Tanzania","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","12.87"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","834","TZA","Tanzania","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","13.04"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","834","TZA","Tanzania","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","13.12"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","834","TZA","Tanzania","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","13.13"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","834","TZA","Tanzania","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","13.13"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","834","TZA","Tanzania","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","13.8980990639"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","834","TZA","Tanzania","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","14.0523374988849"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","834","TZA","Tanzania","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","14.1786601489136"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","840","USA","United States of America","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","3.48"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","840","USA","United States of America","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","3.48"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","840","USA","United States of America","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","3.44"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","840","USA","United States of America","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","3.45"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","840","USA","United States of America","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","3.34"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","840","USA","United States of America","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","3.4"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","840","USA","United States of America","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","3.41"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","840","USA","United States of America","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","3.34687941583668"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","840","USA","United States of America","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","3.34656091999544"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","840","USA","United States of America","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","3.34120719988402"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","854","BFA","Burkina Faso","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","12.16"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","854","BFA","Burkina Faso","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","12.16"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","854","BFA","Burkina Faso","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","12.16"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","854","BFA","Burkina Faso","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","12.16"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","854","BFA","Burkina Faso","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2019","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","854","BFA","Burkina Faso","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2020","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","854","BFA","Burkina Faso","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2021","","","","12.06"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","854","BFA","Burkina Faso","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2022","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","854","BFA","Burkina Faso","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2023","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","854","BFA","Burkina Faso","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2024","","","","12.0397538880652"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","858","URY","Uruguay","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2015","","","","10.51"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","858","URY","Uruguay","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2016","","","","10.44"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","858","URY","Uruguay","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2017","","","","10.33"
"MFN applied tariffs","TP_A_0010","Simple average MFN applied tariff - all products","858","URY","Uruguay","-","","-","-","-","-","-","A","Annual","A","Annual","PCT","Percent","2018","","","","10.32"
